artists,name,ranking,year
Tim McGraw,SOUTHERN GIRL,41,2013
Little Big Town,TORNADO,42,2013
Jason Aldean With Luke Bryan & Eric Church,THE ONLY WAY I KNOW,43,2013
Taylor Swift,RED,44,2013
Carrie Underwood,BLOWN AWAY,45,2013
Randy Houser,HOW COUNTRY FEELS,46,2013
Eric Church,LIKE JESUS DOES,47,2013
Brantley Gilbert,MORE THAN MILES,48,2013
Cassadee Pope,WASTING ALL THESE TEARS,49,2013
Zac Brown Band,JUMP RIGHT IN,50,2013
Joe Nichols,SUNNY AND 75,51,2013
Kacey Musgraves,MERRY GO 'ROUND,52,2013
Jason Aldean,1994,53,2013
Parmalee,CAROLINA,54,2013
Eli Young Band,DRUNK LAST NIGHT,55,2013
Zac Brown Band,GOODBYE IN HER EYES,56,2013
Taylor Swift,BEGIN AGAIN,57,2013
Brad Paisley,SOUTHERN COMFORT ZONE,58,2013
Chris Young,I CAN TAKE IT FROM THERE,59,2013
Luke Bryan,KISS TOMORROW GOODBYE,60,2013
Dierks Bentley,TIP IT ON BACK,61,2013
Keith Urban And Miranda Lambert,WE WERE US,62,2013
Kip Moore,BEER MONEY,63,2013
Lady Antebellum,GOODBYE TOWN,64,2013
Justin Moore,TIL MY LAST DAY,65,2013
David Nail,WHATEVER SHE'S GOT,66,2013
Sheryl Crow,EASY,67,2013
Lee Brice,HARD TO LOVE,68,2013
Craig Campbell,OUTTA MY HEAD,69,2013
Cole Swindell,CHILLIN' IT,70,2013
Toby Keith,DRINKS AFTER WORK,71,2013
Train Featuring Ashley Monroe,BRUISES,72,2013
Miranda Lambert,ALL KINDS OF KINDS,73,2013
Gloriana,CAN'T SHAKE YOU,74,2013
Rascal Flatts,CHANGED,75,2013
Kenny Chesney,WHEN I SEE THIS BAR,76,2013
Eric Paslay,FRIDAY NIGHT,77,2013
Charlie Worsham,COULD IT BE,78,2013
Eric Church,CREEPIN',79,2013
Scotty McCreery,SEE YOU TONIGHT,80,2013
Jake Owen,DAYS OF GOLD,81,2013
Gary Allan,PIECES,82,2013
Jake Owen,THE ONE THAT GOT AWAY,83,2013
Dustin Lynch,SHE CRANKS MY TRACTOR,84,2013
Florida Georgia Line,STAY,85,2013
Kenny Chesney,EL CERRITO PLACE,86,2013
The Henningsens,AMERICAN BEAUTIFUL,87,2013
The Band Perry,DON'T LET ME BE LONELY,88,2013
Jana Kramer,WHISKEY,89,2013
Little Big Town,YOUR SIDE OF THE BED,90,2013
Kacey Musgraves,BLOWIN' SMOKE,91,2013
Zac Brown Band,SWEET ANNIE,92,2013
Jon Pardi,UP ALL NIGHT,93,2013
Darius Rucker,RADIO,94,2013
Kelly Clarkson Featuring Vince Gill,DON'T RUSH,95,2013
Chris Cagle,LET THERE BE COWGIRLS,96,2013
Greg Bates,DID IT FOR THE GIRL,97,2013
Thomas Rhett,BEER WITH JESUS,98,2013
Toby Keith,HOPE ON THE ROCKS,99,2013
Florida Georgia Line Featuring Luke Bryan,THIS IS HOW WE ROLL,1,2014
Jason Aldean,BURNIN' IT DOWN,2,2014
Florida Georgia Line,DIRT,3,2014
Brantley Gilbert,BOTTOMS UP,4,2014
Luke Bryan,PLAY IT AGAIN,5,2014
Kenny Chesney,AMERICAN KIDS,6,2014
Lady Antebellum,BARTENDER,7,2014
Dierks Bentley,DRUNK ON A PLANE,8,2014
Sam Hunt,LEAVE THE NIGHT ON,9,2014
Miranda Lambert Duet With Carrie Underwood,SOMETHIN' BAD,10,2014
Luke Bryan,DRINK A BEER,11,2014
Lee Brice,I DON'T DANCE,12,2014
Jake Owen,BEACHIN',13,2014
Dustin Lynch,"WHERE IT'S AT (YEP, YEP)",14,2014
Eric Church,GIVE ME BACK MY HOMETOWN,15,2014
Thomas Rhett,GET ME SOME OF THAT,16,2014
Jerrod Niemann,DRINK TO THAT ALL NIGHT,17,2014
Chase Rice,READY SET ROLL,18,2014
Luke Bryan,ROLLER COASTER,19,2014
Tim McGraw Featuring Faith Hill,MEANWHILE BACK AT MAMA'S,20,2014
Cole Swindell,HOPE YOU GET LONELY TONIGHT,21,2014
Rascal Flatts,REWIND,22,2014
Brett Eldredge,BEAT OF THE MUSIC,23,2014
Frankie Ballard,SUNSHINE & WHISKEY,24,2014
Florida Georgia Line,STAY,25,2014
Joe Nichols,YEAH,26,2014
Keith Urban,COP CAR,27,2014
Jason Aldean,WHEN SHE SAYS BABY,28,2014
Miranda Lambert,AUTOMATIC,29,2014
Tyler Farr,WHISKEY IN MY WATER,30,2014
Justin Moore,LETTIN' THE NIGHT ROLL,31,2014
Brad Paisley,RIVER BANK,32,2014
Blake Shelton,DOIN' WHAT SHE LIKES,33,2014
Little Big Town,DAY DRINKING,34,2014
Cole Swindell,CHILLIN' IT,35,2014
Brantley Gilbert Featuring Justin Moore & Thomas Rhett,SMALL TOWN THROWDOWN,36,2014
Billy Currington,WE ARE TONIGHT,37,2014
David Nail,WHATEVER SHE'S GOT,38,2014
Blake Shelton Featuring Gwen Sebastian,MY EYES,39,2014
Chris Young,WHO I AM WITH YOU,40,2014
Lady Antebellum,COMPASS,41,2014
Dan + Shay,19 YOU + ME,42,2014
Blake Shelton,NEON LIGHT,43,2014
Maddie & Tae,GIRL IN A COUNTRY SONG,44,2014
Dierks Bentley,I HOLD ON,45,2014
Keith Urban,SOMEWHERE IN MY CAR,46,2014
Big & Rich,LOOK AT YOU,47,2014
Randy Houser,GOODNIGHT KISS,48,2014
Frankie Ballard,HELLUVA LIFE,49,2014
Eli Young Band,DUST,50,2014
Hunter Hayes,INVISIBLE,51,2014
Craig Campbell,KEEP THEM KISSES COMIN',52,2014
Parmalee,CLOSE YOUR EYES,53,2014
Eric Paslay,FRIDAY NIGHT,54,2014
Luke Bryan,THAT'S MY KIND OF NIGHT,55,2014
Zac Brown Band,SWEET ANNIE,56,2014
Thompson Square,EVERYTHING I SHOULDN'T BE THINKING ABOUT,57,2014
Carrie Underwood,SOMETHING IN THE WATER,58,2014
Cassadee Pope,WASTING ALL THESE TEARS,59,2014
Eric Paslay,SONG ABOUT A GIRL,60,2014
The Band Perry,CHAINSAW,61,2014
The Swon Brothers,LATER ON,62,2014
Scotty McCreery,FEELIN' IT,63,2014
Keith Urban And Miranda Lambert,WE WERE US,64,2014
Eli Young Band,DRUNK LAST NIGHT,65,2014
Scotty McCreery,SEE YOU TONIGHT,66,2014
The Band Perry,DON'T LET ME BE LONELY,67,2014
Danielle Bradbery,THE HEART OF DIXIE,68,2014
Eric Church,COLD ONE,69,2014
Parmalee,CAROLINA,70,2014
George Strait,I GOT A CAR,71,2014
Tim McGraw,SHOTGUN RIDER,72,2014
Craig Morgan,WAKE UP LOVIN' YOU,73,2014
Darius Rucker,RADIO,74,2014
Sara Evans,SLOW ME DOWN,75,2014
Brad Paisley,PERFECT STORM,76,2014
David Nail,KISS YOU TONIGHT,77,2014
Jon Pardi,UP ALL NIGHT,78,2014
Zac Brown Band,ALL ALRIGHT,79,2014
RaeLynn,GOD MADE GIRLS,80,2014
Dan + Shay,SHOW YOU OFF,81,2014
Tim McGraw,LOOKIN' FOR THAT GIRL,82,2014
Kip Moore,YOUNG LOVE,83,2014
Hunter Hayes Featuring Jason Mraz,EVERYBODY'S GOT SOMEBODY BUT ME,84,2014
Rascal Flatts,PAYBACK,85,2014
Eric Church,THE OUTSIDERS,86,2014
Randy Houser,LIKE A COWBOY,87,2014
Lee Brice,DRINKING CLASS,88,2014
Blake Shelton,MINE WOULD BE YOU,89,2014
Kacey Musgraves,FOLLOW YOUR ARROW,90,2014
Hunter Hayes,TATTOO,91,2014
Brett Eldredge,MEAN TO ME,92,2014
Florida Georgia Line,SUN DAZE,93,2014
Darius Rucker,HOMEGROWN HONEY,94,2014
Eric Church,TALLADEGA,95,2014
Brothers Osborne,RUM,96,2014
Chase Bryant,TAKE IT ON BACK,97,2014
Easton Corbin,CLOCKWORK,98,2014
Brad Paisley,THE MONA LISA,99,2014
Sam Hunt,TAKE YOUR TIME,1,2015
Little Big Town,GIRL CRUSH,2,2015
Sam Hunt,HOUSE PARTY,3,2015
Luke Bryan,KICK THE DUST UP,4,2015
Thomas Rhett,CRASH AND BURN,5,2015
Blake Shelton,SANGRIA,6,2015
Zac Brown Band,HOMEGROWN,7,2015
Chris Janson,BUY ME A BOAT,8,2015
Keith Urban,"JOHN COUGAR, JOHN DEERE, JOHN 3:16",9,2015
Eric Church,LIKE A WRECKING BALL,10,2015
Old Dominion,BREAK UP WITH HIM,11,2015
Luke Bryan,STRIP IT DOWN,12,2015
Chris Young,I'M COMIN' OVER,13,2015
Brett Eldredge,LOSE MY MIND,14,2015
Lee Brice,DRINKING CLASS,15,2015
Zac Brown Band,LOVING YOU EASY,16,2015
Canaan Smith,LOVE YOU LIKE THAT,17,2015
Luke Bryan,I SEE YOU,18,2015
Cam,BURNING HOUSE,19,2015
A Thousand Horses,SMOKE,20,2015
Florida Georgia Line,SIPPIN' ON FIRE,21,2015
Carrie Underwood,LITTLE TOY GUNS,22,2015
Cole Swindell,LET ME SEE YA GIRL,23,2015
Jason Aldean,TONIGHT LOOKS GOOD ON YOU,24,2015
Blake Shelton Featuring Ashley Monroe,LONELY TONIGHT,25,2015
Kenny Chesney,SAVE IT FOR A RAINY DAY,26,2015
Kelsea Ballerini,LOVE ME LIKE YOU MEAN IT,27,2015
Michael Ray,KISS YOU IN THE MORNING,28,2015
Brantley Gilbert,ONE HELL OF AN AMEN,29,2015
Tyler Farr,A GUY WALKS INTO A BAR,30,2015
Dan + Shay,NOTHIN' LIKE YOU,31,2015
Dustin Lynch,HELL OF A NIGHT,32,2015
Billy Currington,DON'T IT,33,2015
Cole Swindell,AIN'T WORTH THE WHISKEY,34,2015
Florida Georgia Line,SUN DAZE,35,2015
Carrie Underwood,SOMETHING IN THE WATER,36,2015
Dierks Bentley,SAY YOU DO,37,2015
Florida Georgia Line,ANYTHING GOES,38,2015
Chris Young,LONELY EYES,39,2015
Tim McGraw,SHOTGUN RIDER,40,2015
Eric Church,TALLADEGA,41,2015
Maddie & Tae,FLY,42,2015
Jason Aldean,JUST GETTIN' STARTED,43,2015
Frankie Ballard,YOUNG & CRAZY,44,2015
Easton Corbin,BABY BE MY LOVE SONG,45,2015
Tim McGraw With Catherine Dunn,DIAMOND RINGS AND OLD BARSTOOLS,46,2015
Jana Kramer,I GOT THE BOY,47,2015
Chase Rice,GONNA WANNA TONIGHT,48,2015
Brad Paisley,CRUSHIN' IT,49,2015
Brett Eldredge,MEAN TO ME,50,2015
Darius Rucker,HOMEGROWN HONEY,51,2015
Thomas Rhett,MAKE ME WANNA,52,2015
Carrie Underwood,SMOKE BREAK,53,2015
Brothers Osborne,STAY A LITTLE LONGER,54,2015
Keith Urban Featuring Eric Church,RAISE 'EM UP,55,2015
Kenny Chesney With Grace Potter,WILD CHILD,56,2015
Jake Owen,REAL LIFE,57,2015
Eric Paslay,SHE DON'T LOVE YOU,58,2015
Thomas Rhett,DIE A HAPPY MAN,59,2015
Miranda Lambert,LITTLE RED WAGON,60,2015
Randy Houser,LIKE A COWBOY,61,2015
Brad Paisley,PERFECT STORM,62,2015
Blake Shelton,GONNA,63,2015
Sam Hunt,BREAK UP IN A SMALL TOWN,64,2015
Kip Moore,I'M TO BLAME,65,2015
Hunter Hayes,21,66,2015
Parmalee,ALREADY CALLIN' YOU MINE,67,2015
Luke Bryan,GAMES,68,2015
Kenny Chesney,TIL IT'S GONE,69,2015
Tim McGraw,TOP OF THE WORLD,70,2015
Jake Owen,WHAT WE AIN'T GOT,71,2015
LoCash,I LOVE THIS LIFE,72,2015
Chase Bryant,TAKE IT ON BACK,73,2015
Kelsea Ballerini,DIBS,74,2015
RaeLynn,GOD MADE GIRLS,75,2015
Rascal Flatts,RIOT,76,2015
Maddie & Tae,GIRL IN A COUNTRY SONG,77,2015
Jason Aldean,GONNA KNOW WE WERE HERE,78,2015
Lady Antebellum,LONG STRETCH OF LOVE,79,2015
Reba,GOING OUT LIKE THAT,80,2015
Big & Rich,RUN AWAY WITH YOU,81,2015
Keith Urban,SOMEWHERE IN MY CAR,82,2015
Randy Houser,WE WENT,83,2015
Jason Aldean,BURNIN' IT DOWN,84,2015
Sam Hunt,LEAVE THE NIGHT ON,85,2015
Parmalee,CLOSE YOUR EYES,86,2015
Josh Turner,LAY LOW,87,2015
Blake Shelton,NEON LIGHT,88,2015
Chris Stapleton,TENNESSEE WHISKEY,89,2015
Kacey Musgraves,BISCUITS,90,2015
Dierks Bentley,RISER,91,2015
Lee Brice,THAT DON'T SOUND LIKE YOU,92,2015
Lady Antebellum,FREESTYLE,93,2015
Kristian Bush,TRAILER HITCH,94,2015
Florida Georgia Line,DIRT,95,2015
Joe Nichols,HARD TO BE COOL,96,2015
Gloriana,TROUBLE,97,2015
Chase Rice,RIDE,98,2015
Brad Paisley,COUNTRY NATION,99,2015
Florida Georgia Line,H.O.L.Y.,1,2016
Thomas Rhett,DIE A HAPPY MAN,2,2016
Tim McGraw,HUMBLE AND KIND,3,2016
Dierks Bentley,SOMEWHERE ON A BEACH,4,2016
Jon Pardi,HEAD OVER BOOTS,5,2016
Cole Swindell,YOU SHOULD BE HERE,6,2016
Sam Hunt,BREAK UP IN A SMALL TOWN,7,2016
Maren Morris,MY CHURCH,8,2016
Blake Shelton,CAME HERE TO FORGET,9,2016
Kelsea Ballerini,PETER PAN,10,2016
Luke Bryan,"HUNTIN', FISHIN' & LOVIN' EVERY DAY",11,2016
Dan + Shay,FROM THE GROUND UP,12,2016
Jason Aldean,LIGHTS COME ON,13,2016
Carrie Underwood,CHURCH BELLS,14,2016
Dierks Bentley Featuring Elle King,DIFFERENT FOR GIRLS,15,2016
Thomas Rhett,T-SHIRT,16,2016
Eric Church,RECORD YEAR,17,2016
Old Dominion,SNAPBACK,18,2016
Chris Young Duet With Cassadee Pope,THINK OF YOU,19,2016
Kenny Chesney Featuring P!nk,SETTING THE WORLD ON FIRE,20,2016
Luke Bryan Featuring Karen Fairchild,HOME ALONE TONIGHT,21,2016
Jake Owen,AMERICAN COUNTRY LOVE SONG,22,2016
Cole Swindell,MIDDLE OF A MEMORY,23,2016
Brett Eldredge,DRUNK ON YOUR LOVE,24,2016
Keith Urban,WASTED TIME,25,2016
Sam Hunt,MAKE YOU MISS ME,26,2016
Florida Georgia Line,CONFESSION,27,2016
Chris Lane,FIX,28,2016
Carrie Underwood,HEARTBEAT,29,2016
Miranda Lambert,VICE,30,2016
Billy Currington,IT DON'T HURT LIKE IT USED TO,31,2016
Dustin Lynch,MIND READER,32,2016
Rascal Flatts,I LIKE THE SOUND OF THAT,33,2016
Brett Young,SLEEP WITHOUT YOU,34,2016
Justin Moore,YOU LOOK LIKE I NEED A DRINK,35,2016
Chris Stapleton,NOBODY TO BLAME,36,2016
Zac Brown Band,BEAUTIFUL DRUG,37,2016
Granger Smith,BACKROAD SONG,38,2016
Keith Urban,BLUE AIN'T YOUR COLOR,39,2016
Blake Shelton,SHE'S GOT A WAY WITH WORDS,40,2016
Florida Georgia Line Featuring Tim McGraw,MAY WE ALL,41,2016
Tucker Beathard,ROCK ON,42,2016
LoCash,I KNOW SOMEBODY,43,2016
Luke Bryan,MOVE,44,2016
William Michael Morgan,I MET A GIRL,45,2016
Kenny Chesney,NOISE,46,2016
David Nail,NIGHT'S ON FIRE,47,2016
Keith Urban,BREAK ON ME.,48,2016
Jason Aldean,A LITTLE MORE SUMMERTIME,49,2016
Lee Brice,THAT DON'T SOUND LIKE YOU,50,2016
Old Dominion,SONG FOR ANOTHER TIME,51,2016
Brothers Osborne,STAY A LITTLE LONGER,52,2016
Cam,BURNING HOUSE,53,2016
Chase Bryant,LITTLE BIT OF YOU,54,2016
Brett Eldredge,WANNA BE THAT SONG,55,2016
Frankie Ballard,IT ALL STARTED WITH A BEER,56,2016
Randy Houser,WE WENT,57,2016
Kelsea Ballerini,DIBS,58,2016
Chris Young,I'M COMIN' OVER,59,2016
Maren Morris,80S MERCEDES,60,2016
Zac Brown Band,CASTAWAY,61,2016
Chris Stapleton,PARACHUTE,62,2016
Chris Stapleton,TENNESSEE WHISKEY,63,2016
Jason Aldean,GONNA KNOW WE WERE HERE,64,2016
Drake White,LIVIN' THE DREAM,65,2016
Brothers Osborne,21 SUMMER,66,2016
Jana Kramer,I GOT THE BOY,67,2016
Kip Moore,RUNNING FOR YOU,68,2016
LoCash,I LOVE THIS LIFE,69,2016
Blake Shelton,GONNA,70,2016
Big & Rich Featuring Tim McGraw,LOVIN' LATELY,71,2016
Thomas Rhett,VACATION,72,2016
Eric Church,MR. MISUNDERSTOOD,73,2016
Tim McGraw,HOW I'LL ALWAYS BE,74,2016
"Artists Of Then, Now & Forever",FOREVER COUNTRY,75,2016
Jennifer Nettles,UNLOVE YOU,76,2016
Brantley Gilbert,STONE COLD SOBER,77,2016
Brad Paisley Featuring Demi Lovato,WITHOUT A FIGHT,78,2016
Luke Bryan,STRIP IT DOWN,79,2016
Brad Paisley,COUNTRY NATION,80,2016
Tim McGraw,TOP OF THE WORLD,81,2016
Hillary Scott & The Scott Family,THY WILL,82,2016
Carrie Underwood,SMOKE BREAK,83,2016
Carrie Underwood,DIRTY LAUNDRY,84,2016
Tyler Farr,BETTER IN BOOTS,85,2016
Dustin Lynch,SEEIN' RED,86,2016
Chris Young Featuring Vince Gill,SOBER SATURDAY NIGHT,87,2016
Chris Stapleton,FIRE AWAY,88,2016
Granger Smith,IF THE BOOT FITS,89,2016
Michael Ray,REAL MEN LOVE JESUS,90,2016
Maddie & Tae,SHUT UP AND FISH,91,2016
Canaan Smith,HOLE IN A BOTTLE,92,2016
High Valley,MAKE YOU MINE,93,2016
Dan + Shay,NOTHIN' LIKE YOU,94,2016
Kane Brown,USED TO LOVE YOU SOBER,95,2016
Brantley Gilbert,THE WEEKEND,96,2016
Cam,MAYDAY,97,2016
Lauren Alaina,ROAD LESS TRAVELED,98,2016
Thomas Rhett,STAR OF THE SHOW,99,2016
Eric Church Featuring Rhiannon Giddens,KILL A WORD,100,2016
David Nail,KISS YOU TONIGHT,100,2015
Thomas Rhett,MAKE ME WANNA,100,2014
Eric Church,THE OUTSIDERS,100,2013
Taylor Swift,BEGIN AGAIN,100,2012
Frankie Ballard,A BUNCHA GIRLS,100,2011
